id,title,author,text,label,verdict
4595,Shocking Truth About Vaccines Finally Revealed,Admin,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
4596,NASA Launches New Mars Rover,BBC News,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4597,Hillary Clinton Adopts Alien Baby,Admin,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4598,Clinton Foundation Exposed in Leaked Documents,John Doe,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
4599,Breakthrough in Cancer Research Announced,The Guardian,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4600,BREAKING: Obama Caught Wiretapping Trump Tower,John Doe,A suppressed report suggests vaccines are linked to mind control.,1,fake
4601,Shocking Truth About Vaccines Finally Revealed,Jane Smith,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4602,NASA Launches New Mars Rover,The Guardian,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4603,UN Holds Emergency Meeting on Climate Change,AP News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4604,Breakthrough in Cancer Research Announced,Reuters,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4605,NASA Launches New Mars Rover,AP News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4606,Elections 2024: What the Polls Say,The Guardian,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4607,Elections 2024: What the Polls Say,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4608,Global Markets Rally Ahead of Fed Meeting,Reuters,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4609,Breakthrough in Cancer Research Announced,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4610,NASA Launches New Mars Rover,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4611,Breakthrough in Cancer Research Announced,BBC News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4612,Clinton Foundation Exposed in Leaked Documents,Jane Smith,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4613,NASA Launches New Mars Rover,The Guardian,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4614,NASA Launches New Mars Rover,The Guardian,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4615,NASA Launches New Mars Rover,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4616,NASA Launches New Mars Rover,CNN,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4617,UN Holds Emergency Meeting on Climate Change,AP News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4618,UN Holds Emergency Meeting on Climate Change,CNN,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4619,BREAKING: Obama Caught Wiretapping Trump Tower,Anonymous,A suppressed report suggests vaccines are linked to mind control.,1,fake
4620,NASA Confirms Earth Will Experience 15 Days of Darkness,Admin,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4621,UN Holds Emergency Meeting on Climate Change,CNN,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4622,Shocking Truth About Vaccines Finally Revealed,Mike Hunt,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4623,NASA Launches New Mars Rover,CNN,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4624,NASA Launches New Mars Rover,BBC News,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4625,Elections 2024: What the Polls Say,BBC News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4626,Clinton Foundation Exposed in Leaked Documents,Anonymous,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
4627,Elections 2024: What the Polls Say,Reuters,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4628,BREAKING: Obama Caught Wiretapping Trump Tower,Jane Smith,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4629,BREAKING: Obama Caught Wiretapping Trump Tower,Anonymous,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4630,Hillary Clinton Adopts Alien Baby,Mike Hunt,A suppressed report suggests vaccines are linked to mind control.,1,fake
4631,UN Holds Emergency Meeting on Climate Change,Reuters,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
4632,NASA Launches New Mars Rover,AP News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4633,Hillary Clinton Adopts Alien Baby,John Doe,A suppressed report suggests vaccines are linked to mind control.,1,fake
4634,Shocking Truth About Vaccines Finally Revealed,Anonymous,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4635,Breakthrough in Cancer Research Announced,CNN,New polling data offers insight into the upcoming 2024 presidential election.,0,real
4636,NASA Confirms Earth Will Experience 15 Days of Darkness,Anonymous,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
4637,NASA Launches New Mars Rover,Reuters,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4638,NASA Confirms Earth Will Experience 15 Days of Darkness,Admin,A suppressed report suggests vaccines are linked to mind control.,1,fake
4639,NASA Confirms Earth Will Experience 15 Days of Darkness,Jane Smith,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
4640,UN Holds Emergency Meeting on Climate Change,The Guardian,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4641,NASA Launches New Mars Rover,Reuters,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4642,Hillary Clinton Adopts Alien Baby,Anonymous,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4643,NASA Confirms Earth Will Experience 15 Days of Darkness,Admin,A suppressed report suggests vaccines are linked to mind control.,1,fake
4644,NASA Confirms Earth Will Experience 15 Days of Darkness,John Doe,"In a shocking revelation, sources claim that the Obama administration wiretapped Trump Tower before the election.",1,fake
4645,Breakthrough in Cancer Research Announced,CNN,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4646,Elections 2024: What the Polls Say,AP News,Scientists announced a major breakthrough in cancer treatment after successful clinical trials.,0,real
4647,Clinton Foundation Exposed in Leaked Documents,Admin,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4648,UN Holds Emergency Meeting on Climate Change,The Guardian,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4649,BREAKING: Obama Caught Wiretapping Trump Tower,John Doe,NASA announced that Earth will face 15 days of total darkness in November.,1,fake
4650,BREAKING: Obama Caught Wiretapping Trump Tower,Anonymous,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4651,Clinton Foundation Exposed in Leaked Documents,Admin,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4652,NASA Confirms Earth Will Experience 15 Days of Darkness,Mike Hunt,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4653,BREAKING: Obama Caught Wiretapping Trump Tower,Jane Smith,A suppressed report suggests vaccines are linked to mind control.,1,fake
4654,BREAKING: Obama Caught Wiretapping Trump Tower,Anonymous,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4655,NASA Confirms Earth Will Experience 15 Days of Darkness,Mike Hunt,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4656,NASA Launches New Mars Rover,AP News,Stock markets around the world rallied today as investors await the Federal Reserve's interest rate decision.,0,real
4657,Breakthrough in Cancer Research Announced,CNN,The United Nations convened an emergency meeting to discuss recent climate change reports.,0,real
4658,Shocking Truth About Vaccines Finally Revealed,John Doe,A suppressed report suggests vaccines are linked to mind control.,1,fake
4659,Shocking Truth About Vaccines Finally Revealed,Anonymous,A suppressed report suggests vaccines are linked to mind control.,1,fake
4660,BREAKING: Obama Caught Wiretapping Trump Tower,Mike Hunt,A suppressed report suggests vaccines are linked to mind control.,1,fake
4661,Hillary Clinton Adopts Alien Baby,Mike Hunt,Former Secretary of State Hillary Clinton has reportedly adopted an alien baby from Area 51.,1,fake
4662,Shocking Truth About Vaccines Finally Revealed,Mike Hunt,A suppressed report suggests vaccines are linked to mind control.,1,fake
4663,Shocking Truth About Vaccines Finally Revealed,Admin,A suppressed report suggests vaccines are linked to mind control.,1,fake
4664,Shocking Truth About Vaccines Finally Revealed,Jane Smith,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4665,Shocking Truth About Vaccines Finally Revealed,Mike Hunt,Leaked documents show the Clinton Foundation was involved in massive corruption.,1,fake
4666,Global Markets Rally Ahead of Fed Meeting,AP News,NASA's latest Mars rover launched successfully from Cape Canaveral this morning.,0,real
